year,title,test,budget_2013,domgross_2013,intgross_2013,rated,metascore,imdb_rating,genre
2007,Transformers,Fail,16.9655066,35.868698,79.5775055,PG-13,61,7.2,Action
2007,Waitress,Pass,0.1685315,2.1456928,2.4961971,PG-13,75,7.1,Comedy
2007,We Own the Night,Fail,3.1459218,3.2091974,6.2140782,R,59,6.9,Crime
2006,300,Fail,6.9347781,24.3427977,52.4918705,R,51,7.8,Action
2006,A Scanner Darkly,Fail,2.3115927,0.6358748,0.8558769,R,73,7.1,Animation
2006,Akeelah and the Bee,Pass,0.9246371,2.1784947,2.1913233,PG,72,7.5,Drama
2006,Aquamarine,Pass,1.3869556,2.149474,2.655899,PG,51,5.2,Comedy
2006,Black Christmas,Pass,1.0402167,1.8765207,1.8765207,R,22,4.5,Horror
2006,Blood Diamond,Fail,11.5579635,6.6317186,19.8077969,R,64,8,Adventure
2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Fail,2.0804334,14.8526717,30.2324822,R,89,7.3,Comedy
2006,Bug,Pass,0.4623185,0.8098328,0.8098328,R,62,6,Drama
2006,Cars,Fail,8.0905744,28.2110219,53.359415,G,73,7.3,Animation
2006,Casino Royale,Fail,11.7891227,19.3439856,68.9276488,PG-13,81,8,Action
2006,Children of Men,Pass,8.7840522,4.1091314,8.027029,R,84,7.9,Drama
2006,Clerks II,Fail,0.5778982,2.7910249,2.9928737,R,65,7.5,Comedy
2006,Crank,Fail,1.3869556,3.217553,5.0768266,R,57,7,Action
2006,DOA: Dead or Alive,Pass,3.467389,0.0555145,0.8964615,PG-13,38,4.8,Action
2006,Eragon,Fail,11.5579635,8.6719588,28.8357452,PG,38,5.1,Action
2006,Fido,Fail,0.9246371,0.0344554,0.0485204,R,70,6.8,Comedy
2006,Final Destination 3,Pass,2.8894909,6.252633,13.0371575,R,41,5.8,Horror
2006,Flushed Away,Fail,17.2213656,7.4740347,20.5345335,PG,74,6.7,Animation
2006,For Your Consideration,Pass,1.3869556,0.6414581,0.6414581,PG-13,68,6.3,Comedy
2006,Friends with Money,Pass,0.7512676,1.5451191,2.0247613,R,68,5.9,Comedy
2006,Ice Age: The Meltdown,Fail,8.6684726,22.5762418,75.3462808,PG,58,6.9,Animation
2006,Idlewild,Pass,1.7336945,1.464384,1.464384,R,55,6.2,Crime
2006,Inside Man,Fail,5.7789817,10.2443127,21.3399577,R,76,7.7,Crime
2006,Jackass Number Two,Fail,1.271376,8.4117369,9.8564824,R,66,7.2,Documentary
2006,Lady in the Water,Fail,8.6684726,4.8873044,8.4124832,PG-13,36,5.7,Fantasy
2006,Last Holiday,Pass,5.2010836,4.4382535,5.0095967,PG-13,52,6.3,Adventure
2006,Letters from Iwo Jima,Fail,1.5025353,1.5899229,7.9468028,R,89,8,Drama
2006,Little Children,Pass,1.6181149,0.6314137,1.7063043,R,75,7.6,Drama
2006,Little Miss Sunshine,Pass,0.9246371,6.9221912,11.6216452,R,80,7.9,Adventure
2006,Lucky Number Slevin,Fail,3.1206501,2.6000177,6.4141457,R,53,7.8,Crime
2006,Man of the Year,Fail,2.3115927,4.3275535,4.7783141,PG-13,39,6.1,Comedy
2006,Marie Antoinette,Pass,4.6231854,1.8449366,7.0344622,PG-13,65,6.4,Biography
2006,Miss Potter,Pass,3.467389,0.3473867,4.1482984,PG,57,7,Biography
2006,Monster House,Pass,8.6684726,8.5137126,16.327631,PG,68,6.7,Animation
2006,Nacho Libre,Fail,3.6985483,9.2692547,11.4766488,PG,52,5.7,Comedy
2006,Night at the Museum,Pass,12.7137598,28.9946849,66.3982857,PG,48,6.3,Action
2006,Notes on a Scandal,Pass,3.17844,2.023813,5.7503632,R,73,7.5,Drama
2006,Once,Fail,0.0173369,1.0917487,2.1956864,R,88,8,Drama
2006,Open Season,Fail,9.8242689,9.8364347,21.9487695,PG,49,6.2,Animation
2006,Perfume: The Story of a Murderer,Pass,7.3624227,0.2569674,15.4418394,R,56,7.5,Crime
2006,Poseidon,Fail,18.4927415,7.0127732,20.997909,PG-13,50,5.6,Action
2006,Running with Scissors,Pass,1.3869556,0.7928763,1.0063173,R,52,6.2,Comedy
2006,Sherrybaby,Fail,0.2311593,0.0230207,0.0719837,R,66,6.7,Drama
2006,Silent Hill,Pass,5.7789817,5.4302354,11.5559561,R,30,6.6,Horror
2006,Slither,Pass,1.7625894,0.9018043,1.4944843,R,69,6.5,Comedy
2006,Snakes on a Plane,Pass,3.8141279,3.9321133,7.168343,R,58,5.7,Action
2006,Southland Tales,Pass,1.9648538,0.0318283,0.0421411,R,44,5.5,Comedy
2006,Stick It,Pass,2.3115927,3.110333,3.5135878,PG-13,53,6.3,Comedy
2006,Stranger Than Fiction,Pass,3.467389,4.6734845,5.2282667,PG-13,67,7.7,Comedy
2006,Superman Returns,Fail,26.8144752,23.1297965,45.1770741,PG-13,72,6.2,Action
2006,Take the Lead,Pass,3.467389,4.0154753,7.5578093,PG-13,55,6.6,Drama
2006,The Ant Bully,Fail,5.2010836,3.2527039,5.7340095,PG,59,5.9,Animation
2006,The Da Vinci Code,Fail,14.4474543,25.1427474,88.7444081,PG-13,46,6.5,Mystery
2006,The Dead Girl,Pass,0.3814128,0.0022971,0.0022971,R,65,6.8,Drama
2006,The Departed,Fail,10.4021671,15.4080367,33.5803963,R,86,8.5,Crime
2006,The Devil Wears Prada,Pass,4.0452872,14.4174568,37.7426561,PG-13,62,6.8,Comedy
2006,The Fountain,Fail,4.0452872,1.172441,1.7870505,PG-13,51,7.4,Drama
2006,The Grudge 2,Pass,2.3115927,4.5242306,8.1765471,PG-13,33,4.9,Horror
2006,The History Boys,Fail,0.4276446,0.3155666,1.5517247,R,74,6.8,Comedy
2006,The Holiday,Pass,9.8242689,7.3138793,23.7158227,PG-13,52,6.9,Comedy
2006,The Host,Pass,5.7789817,3.0771576,6.7253922,R,85,7,Action
2006,The Illusionist,Fail,1.907064,4.6080031,9.6846559,PG-13,68,7.6,Drama
2006,The Lake House,Fail,4.6231854,6.0482951,13.2720223,PG,52,6.8,Drama
2006,The Painted Veil,Fail,2.2422449,0.9316281,1.7474248,PG-13,69,7.5,Drama
2006,The Prestige,Fail,4.6231854,6.1361102,12.470581,PG-13,66,8.5,Drama
2006,The Pursuit of Happyness,Fail,6.3568799,18.7916346,35.5205844,PG-13,64,7.9,Biography
2006,The Queen,Fail,1.7336945,6.5235123,14.8965821,PG-13,91,7.4,Biography
2006,Ultraviolet,Fail,3.467389,2.1407734,2.3950486,PG-13,18,4.4,Action
2006,Volver,Pass,1.0864486,1.4909619,9.8936014,R,84,7.6,Comedy
2006,We Are Marshall,Fail,7.5126763,5.0329573,5.0329573,PG,53,7.1,Drama
2006,When a Stranger Calls,Pass,1.7336945,5.531666,7.7374176,PG-13,27,4.9,Horror
2006,Wristcutters: A Love Story,Fail,0.1155796,0.0515676,0.0531824,R,62,7.4,Comedy
2006,X-Men: The Last Stand,Pass,24.2717233,27.0875277,53.0926095,PG-13,58,6.8,Action
2006,"You, Me and Dupree",Fail,6.2413003,8.7611686,15.0718167,PG-13,46,5.6,Comedy
2006,Zoom,Pass,4.0452872,1.3857222,1.4454606,PG,26,4.1,Action
2005,Assault on Precinct 13,Pass,3.5790994,2.3909452,4.2997982,R,54,6.3,Action
2005,Batman Begins,Fail,17.8954969,24.4981925,44.5357804,PG-13,70,8.3,Action
2005,Beauty Shop,Pass,2.9825828,4.3368365,4.5754431,PG-13,53,5.4,Comedy
2005,Bewitched,Pass,9.544265,7.5534696,15.6477397,PG-13,34,4.8,Comedy
2005,BloodRayne,Fail,2.9825828,0.2869746,0.4301386,R,18,2.8,Action
2005,Boogeyman,Fail,2.3860663,5.5777141,8.0163307,PG-13,32,4.1,Drama
2005,Boynton Beach Club,Pass,0.3459796,0.3731178,0.3731178,R,61,6.5,Comedy
2005,Brick,Fail,0.0536865,0.247643,0.4876515,R,72,7.5,Drama
2005,Brokeback Mountain,Fail,1.658316,9.9073958,20.7704444,R,87,7.7,Drama
2005,Capote,Fail,0.8351232,3.4300335,5.956108,R,88,7.4,Biography
2005,Charlie and the Chocolate Factory,Pass,17.8954969,24.6312517,56.6045396,PG,72,6.8,Adventure
2005,Cinderella Man,Fail,10.4986915,7.3550386,12.949171,PG-13,69,8,Biography
2005,Coach Carter,Pass,5.3686491,8.0249227,9.1469619,PG-13,57,7.2,Drama
2005,Constantine,Fail,8.9477485,9.0642097,27.5453129,R,50,6.9,Fantasy
2005,Conversations with Other Women,Fail,0.0536865,0.0452658,0.108454,R,62,7.1,Comedy
2005,Corpse Bride,Fail,3.5790994,6.3659187,13.6925192,PG,83,7.4,Animation
2005,Cursed,Pass,4.175616,2.3019456,2.9962909,PG-13,31,4.9,Comedy
2005,Dark Water,Pass,7.1581988,3.0390244,5.9023039,PG-13,52,5.5,Drama
2005,Domino,Pass,5.9651656,1.2132195,2.7403019,R,36,6,Action
2005,Doom,Fail,8.3512319,3.3658253,6.5154327,R,34,5.2,Action
2005,Fantastic Four,Fail,10.4390399,18.4557548,39.4556433,PG-13,40,5.7,Action
2005,Flightplan,Pass,6.5616822,10.7023409,26.9275914,PG-13,53,6.2,Action
2005,Fun with Dick and Jane,Pass,16.7024638,13.1889812,24.0751838,PG-13,47,6.1,Comedy
2005,"Good Night, and Good Luck.",Fail,0.8351232,3.7581997,6.7510048,PG,80,7.6,Drama
2005,Hard Candy,Pass,0.1133381,0.1222429,0.9862884,R,58,7.2,Drama
2005,Harry Potter and the Goblet of Fire,Fail,17.8954969,34.599516,107.004463,PG-13,81,7.6,Adventure
2005,Herbie Fully Loaded,Pass,5.9651656,7.875293,17.1928818,G,47,4.7,Adventure
2005,Hide and Seek,Pass,2.9825828,6.0964573,14.6862958,R,35,5.9,Horror
2005,Hitch,Fail,6.5616822,21.2102508,43.758577,PG-13,58,6.7,Comedy
2005,Hoodwinked!,Pass,2.087808,6.1305929,13.1046803,PG,45,6.6,Animation
2005,Hostel,Fail,0.5726559,5.646205,9.8116369,R,55,5.8,Horror
2005,Ice Princess,Pass,2.9825828,2.9087739,3.0699527,G,55,6,Comedy
2005,Jarhead,Fail,8.5898385,7.4740591,11.5661627,R,58,7.1,Biography
2005,Junebug,Pass,0.1193033,0.3194955,0.4244757,R,80,7.1,Comedy
2005,Just Like Heaven,Pass,6.9195921,5.764513,12.0123026,PG-13,47,6.8,Comedy
2005,King Kong,Fail,24.6957858,26.0176695,65.6785445,PG-13,81,7.3,Action
2005,Kingdom of Heaven,Fail,13.1233644,5.6547877,26.1099301,R,63,7.2,Action
2005,Kiss Kiss Bang Bang,Fail,1.7895497,0.5053494,1.5635698,R,72,7.7,Action
2005,Lord of War,Fail,5.0107391,2.8811311,7.4138215,R,62,7.6,Crime
2005,Madagascar,Fail,8.9477485,23.096587,66.3994001,PG,57,6.9,Animation
2005,Man of the House,Pass,5.9651656,2.3502402,2.6365681,PG-13,35,5.4,Action
2005,Match Point,Pass,1.7895497,2.7547047,10.4974897,R,72,7.7,Drama
2005,Me and You and Everyone We Know,Pass,0.2386066,0.4635094,1.0051933,R,76,7.4,Comedy
2005,Memoirs of a Geisha,Pass,10.1407816,6.8015836,19.2687798,PG-13,54,7.3,Drama
2005,MirrorMask,Pass,0.4772133,0.1031925,0.1149158,PG,55,7,Adventure
2005,Munich,Fail,8.9477485,5.6524824,15.542727,R,74,7.7,Drama
2005,North Country,Pass,3.5790994,2.1861428,3.0093356,R,68,7.2,Drama
2005,Oliver Twist,Fail,7.7547153,0.2470676,3.1819291,PG-13,65,6.9,Crime
2005,Proof,Pass,2.3860663,0.89899,0.9883481,PG-13,64,6.8,Drama
2005,Red Eye,Pass,3.1018861,6.9066839,11.4001241,PG-13,71,6.5,Action
2005,Rent,Pass,4.7721325,3.4690477,3.7784099,PG-13,53,7.1,Drama
2005,Robots,Fail,9.544265,15.2946861,31.1023751,PG,64,6.3,Animation
2005,Saw II,Fail,0.5965166,10.3823819,18.2444702,R,40,6.6,Horror
2005,Serenity,Pass,4.6528292,3.0439664,4.5949095,PG-13,74,8,Action
2005,Shopgirl,Fail,0.8947748,1.2269777,1.4028182,R,62,6.5,Drama
2005,Sin City,Pass,4.7721325,8.8408312,18.9398567,R,74,8.2,Crime
2005,Sky High,Pass,7.1581988,7.6281887,9.7384257,PG,62,6.2,Adventure
2005,Son of the Mask,Fail,11.9303313,2.0303541,7.1484662,PG,20,2.1,Adventure
2005,Star Wars: Episode III - Revenge of the Sith,Fail,13.719881,45.3675396,101.2883787,PG-13,68,7.7,Action
2005,Stealth,Fail,16.4638572,3.8316342,9.116771,PG-13,35,5,Action
2005,Strangers with Candy,Pass,0.2386066,0.2472734,0.2478937,R,57,6,Comedy
2005,Thank You for Smoking,Fail,0.8947748,2.9579478,4.7741203,R,71,7.7,Comedy
2005,The Adventures of Sharkboy and Lavagirl 3-D,Fail,5.9651656,4.6740275,8.2827477,PG,38,3.4,Action
2005,The Amityville Horror,Pass,2.2071113,7.782557,13.0250195,R,33,5.9,Drama
2005,The Ballad of Jack and Rose,Pass,0.178955,0.084979,0.1343663,R,59,6.8,Drama
2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Pass,21.4745963,34.8020836,89.3351507,PG,75,6.9,Adventure
2005,The Constant Gardener,Pass,3.0422345,4.0061811,9.6730885,R,82,7.5,Drama
2005,The Descent,Pass,0.8351232,3.1048038,6.8038213,R,71,7.3,Adventure
2005,The Exorcism of Emily Rose,Pass,2.1474596,8.9563925,17.249791599999998,PG-13,46,6.7,Crime
2005,The Fog,Pass,2.1474596,3.5207734,4.4200119,PG-13,27,3.5,Horror
2005,The Island,Pass,14.3163975,4.273315,19.4486964,PG-13,50,6.9,Action
2005,The Jacket,Fail,3.4001444,0.7517458,1.8435915,R,44,7.1,Drama
2005,The Legend of Zorro,Fail,9.544265,5.4372886,16.8784763,PG,47,5.9,Action
2005,The New World,Fail,3.5790994,1.5165948,3.1238857,PG-13,69,6.7,Biography
2005,The Ring Two,Pass,5.9651656,9.0600996,19.3201845,PG-13,44,5.3,Horror
2005,The Skeleton Key,Pass,4.7721325,5.7155491,11.006556,PG-13,47,6.5,Drama
2005,The Squid and the Whale,Fail,0.178955,0.8795916,1.3351738,R,82,7.4,Comedy
2005,The Wedding Date,Pass,1.7895497,3.7851356,5.6281383,PG-13,32,6,Comedy
2005,Transamerica,Pass,0.1193033,1.0755555,1.9748472,R,66,7.5,Adventure
2005,Tristram Shandy: A Cock and Bull Story,Fail,0.5666907,0.1495363,0.3652785,R,80,6.8,Comedy
2005,V for Vendetta,Pass,5.9651656,8.4122001,15.4177511,R,62,8.2,Action
2005,Waiting...,Pass,0.1342162,1.9237114,2.2277835,R,30,6.8,Comedy
2005,Walk the Line,Pass,3.4597961,14.2590606,22.394126,PG-13,72,7.9,Biography
2005,War of the Worlds,Fail,15.7480373,27.9504224,72.397609,PG-13,73,6.5,Adventure
2005,Water,Pass,0.3579099,0.6596452,0.9686481,PG-13,77,7.8,Drama
2005,White Noise,Fail,1.1930331,6.692243,10.9871622,PG-13,30,5.5,Drama
2005,Zathura: A Space Adventure,Fail,7.7547153,3.3459258,6.9846769,PG,67,6.1,Action
2004,13 Going on 30,Pass,3.6995786,7.0464299,11.8928779,PG-13,57,6.1,Comedy
2004,2046,Pass,1.4798315,0.1778681,2.3680825,R,78,7.5,Drama
2004,50 First Dates,Fail,9.2489466,14.8941129,24.210597,PG-13,48,6.8,Comedy
2004,A Cinderella Story,Pass,2.3430665,6.3433191,8.6407246,PG,25,5.8,Comedy
2004,A Very Long Engagement,Pass,6.7825608,0.7606108,7.3506419,R,76,7.8,Drama
2004,Anchorman: The Legend of Ron Burgundy,Fail,3.0829822,10.3757037,11.0205951,PG-13,63,7.3,Comedy
2004,Around the World in 80 Days,Fail,13.5651216,2.9601758,8.8795016,PG,49,5.8,Action
2004,AVP: Alien vs. Predator,Fail,8.6323501,9.9002076,21.2779439,PG-13,29,5.5,Action
2004,Before Sunset,Fail,0.2466386,0.7143667,1.3927421,R,90,8.1,Drama
2004,Bridget Jones: The Edge of Reason,Pass,6.1659644,4.9578078,32.5432881,R,44,5.8,Comedy
2004,Catwoman,Pass,12.3319288,4.9577287,10.1301096,PG-13,27,3.3,Action
2004,Cellular,Pass,5.5493679,3.9466636,7.5811746,PG-13,60,6.5,Action
2004,Closer,Pass,4.3161751,4.191346,14.2404808,R,65,7.3,Drama
2004,Collateral,Fail,7.3991573,12.3529118,26.8429281,R,71,7.6,Crime
2004,Connie and Carla,Pass,2.4663858,0.9924151,0.9924151,PG-13,44,6.2,Comedy
2004,Crash,Pass,0.9006109,6.823801,12.476587,R,69,7.9,Drama
2004,D.E.B.S.,Pass,0.4316175,0.0119364,0.0119364,PG-13,42,5.2,Action
2004,Dawn of the Dead,Pass,3.4529401,7.2746991,12.7577349,R,58,7.4,Action
2004,Dodgeball: A True Underdog Story,Pass,3.6995786,14.0986916,20.6919534,PG-13,55,6.7,Comedy
2004,Ella Enchanted,Pass,4.3161751,2.8256983,2.8256983,PG,53,6.3,Comedy
2004,Eternal Sunshine of the Spotless Mind,Fail,2.4663858,4.2380545,9.0014995,R,89,8.4,Drama
2004,Eulogy,Pass,1.2331929,0.0086973,0.0086973,R,34,6.7,Comedy
2004,Finding Neverland,Pass,3.0829822,6.3727222,14.1861709,PG,67,7.8,Biography
2004,Flight of the Phoenix,Fail,9.2489466,2.5908371,4.1939879,PG-13,47,6.1,Action
2004,Garden State,Pass,0.3082982,3.3027761,4.4430462,R,67,7.7,Comedy
2004,Hellboy,Fail,7.3991573,7.352784,12.3102194,PG-13,72,6.8,Action
2004,Home on the Range,Pass,13.5651216,6.1692142,9.4317626,PG,50,5.4,Animation
2004,I Heart Huckabees,Pass,2.7130243,1.5766017,2.4706665,R,55,6.8,Comedy
2004,"I, Robot",Fail,12.9485252,17.856759,42.9892298,PG-13,59,7.1,Action
2004,In Good Company,Fail,3.2063015,5.6097638,7.829511,PG-13,66,6.5,Comedy
2004,Kinsey,Pass,1.3565122,1.259663,1.603269,R,79,7.1,Biography
2004,Kung Fu Hustle,Fail,2.4663858,2.1093356,12.4558238,R,78,7.8,Action
2004,Layer Cake,Fail,0.8015754,0.2885618,1.46136,R,73,7.4,Crime
2004,Maria Full of Grace,Pass,0.3946217,0.8052286,1.7808733,R,87,7.5,Crime
2004,Mean Girls,Pass,2.2197472,10.6112827,16.1490339,PG-13,66,6.9,Comedy
2004,Million Dollar Baby,Pass,3.6995786,12.3926269,28.6120974,PG-13,86,8.1,Drama
2004,Miracle,Fail,3.4529401,7.9390606,7.9509747,PG,68,7.5,Drama
2004,My Summer of Love,Pass,0.2096428,0.1234321,0.6106125,R,82,6.8,Drama
2004,Napoleon Dynamite,Fail,0.0493277,5.492759,5.6878201,PG,64,6.9,Comedy
2004,New York Minute,Fail,4.9327715,1.7287347,2.6163275,PG,33,4.7,Comedy
2004,Primer,Fail,8.632e-4,0.0523811,0.0697797,PG-13,68,7,Drama
2004,Raising Helen,Pass,6.1659644,4.6226886,5.3446952,PG-13,38,5.9,Comedy
2004,Ray,Fail,4.9327715,9.2866817,15.393095,PG-13,73,7.8,Biography
2004,Resident Evil: Apocalypse,Pass,6.1659644,6.2572303,15.9007986,R,35,6.1,Action
2004,Saved!,Pass,0.6165964,1.0958349,1.2613378,PG-13,62,6.9,Comedy
2004,Saw,Fail,0.1479831,6.8053804,12.7137678,R,46,7.7,Horror
2004,Secret Window,Fail,4.9327715,5.9141502,11.3591309,PG-13,46,6.6,Mystery
2004,Shark Tale,Fail,9.2489466,19.9052129,45.3599307,PG,48,6,Animation
2004,Shaun of the Dead,Pass,0.6165964,1.6700976,3.7405681,R,76,8,Comedy
2004,Shrek 2,Pass,8.6323501,54.4117065,115.5511754,PG,75,7.3,Animation
2004,Sideways,Pass,2.0964279,8.8176131,13.5496025,R,94,7.6,Comedy
2004,Sky Captain and the World of Tomorrow,Pass,8.6323501,4.6565462,6.1327735,PG,64,6.1,Action
2004,Spanglish,Pass,9.2489466,5.1848757,6.701703,PG-13,48,6.5,Comedy
2004,Spider-Man 2,Fail,24.6638575,46.0627734,96.6459425,PG-13,83,7.4,Action
2004,Team America: World Police,Fail,2.4663858,4.0417692,6.1998567,R,64,7.2,Animation
2004,The Aviator,Fail,13.5651216,12.6536475,26.4654077,PG-13,77,7.5,Biography
2004,The Bourne Supremacy,Fail,10.4821395,21.7149789,35.5883988,PG-13,73,7.8,Action
2004,The Butterfly Effect,Fail,1.6031507,7.1432302,11.8444284,R,30,7.7,Sci-Fi
2004,The Chronicles of Riddick,Fail,14.7983145,7.1170953,13.2214001,PG-13,38,6.7,Action
2004,The Day After Tomorrow,Pass,15.414911,23.0287423,68.6049183,PG-13,47,6.4,Action
2004,The Grudge,Pass,1.2331929,13.6094379,23.0953737,PG-13,49,5.8,Horror
2004,The Incredibles,Pass,11.3453745,32.2407292,77.9510522,PG,90,8,Animation
2004,The Life Aquatic with Steve Zissou,Fail,6.1659644,2.9604924,4.2923407,R,62,7.3,Adventure
2004,The Notebook,Fail,3.6995786,9.9890827,12.6127005,PG-13,53,8,Drama
2004,The Phantom of the Opera,Fail,6.7825608,6.3171287,19.5122925,PG-13,40,7.4,Drama
2004,The Princess Diaries 2: Royal Engagement,Pass,5.5493679,11.7337605,15.0537624,G,43,5.6,Comedy
2004,The Stepford Wives,Pass,12.3319288,7.3344915,11.8660249,PG-13,42,5.2,Comedy
2004,The Terminal,Fail,9.2489466,9.5047057,26.9667169,PG-13,55,7.3,Comedy
2004,The Village,Pass,8.8398934,14.0827568,31.7721828,PG-13,44,6.5,Drama
2004,The Whole Ten Yards,Fail,3.6995786,2.0130602,3.2462531,PG-13,24,5.4,Comedy
2004,Troy,Fail,18.4978932,16.4382856,59.7064223,R,56,7.2,Adventure
2004,Van Helsing,Pass,20.9642789,14.8168797,37.0143515,PG-13,35,5.9,Action
2004,Vera Drake,Pass,1.3565122,0.4629167,1.6467879,R,83,7.7,Crime
2004,White Chicks,Pass,2.4663858,8.5274051,13.7438109,PG-13,41,5.3,Crime
2004,Wimbledon,Pass,4.3161751,2.079482,5.1382801,PG-13,59,6.3,Comedy
2003,2 Fast 2 Furious,Fail,9.6222609,16.0945047,29.9075134,PG-13,38,5.6,Action
2003,Big Fish,Fail,8.8626087,8.4109786,15.6276743,PG-13,58,8,Adventure
2003,Bon voyage,Pass,2.5321739,0.2980024,1.0586685,PG-13,68,6.9,Comedy
2003,Bruce Almighty,Pass,10.2553043,30.7285628,61.2120077,PG-13,46,6.7,Comedy
2003,Cold Mountain,Pass,10.1286957,12.1079205,20.4640944,R,73,7.2,Drama
2003,Cradle 2 the Grave,Fail,3.1652174,4.3879701,7.1451544,R,36,5.7,Action
2003,Daddy Day Care,Pass,7.5965217,13.1861413,20.7999839,PG,39,5.5,Comedy
2003,Daredevil,Fail,10.1286957,12.9829011,23.1418562,PG-13,42,5.4,Action
2003,Darkness Falls,Fail,0.8862609,4.1198066,4.1198066,PG-13,23,4.9,Horror
2003,Dreamcatcher,Fail,8.6093913,4.2648478,9.5824131,R,35,5.5,Drama
2003,Final Destination 2,Pass,3.2918261,5.9375255,11.4450037,R,38,6.2,Horror
2003,Finding Nemo,Fail,11.9012174,48.1783272,114.7664217,G,90,8.2,Animation
2003,Freaky Friday,Pass,3.2918261,13.9551191,20.3615191,PG,70,6.1,Comedy
2003,Girl with a Pearl Earring,Pass,1.5193043,1.4730114,5.4798208,PG-13,72,7,Biography
2003,Holes,Fail,2.5321739,8.5313907,9.1644342,PG,71,7.1,Adventure
2003,Hollywood Homicide,Fail,9.4956522,3.8245683,6.47069,PG-13,47,5.3,Action
2003,House of Sand and Fog,Pass,2.0890435,1.6466075,2.0457336,R,71,7.6,Drama
2003,How to Lose a Guy in 10 Days,Fail,6.3304348,13.3961521,22.4198644,PG-13,45,6.3,Comedy
2003,Hulk,Fail,17.3453913,16.7347872,31.0481535,PG-13,54,5.7,Action
2003,Identity,Fail,3.5450435,6.6002713,10.4051689,R,64,7.3,Mystery
2003,In the Cut,Pass,1.5193043,0.5972708,2.9998216,R,46,5.3,Mystery
2003,Jeepers Creepers II,Pass,3.1652174,4.510283,4.510283,R,36,5.5,Horror
2003,Kill Bill: Vol. 1,Pass,6.9634783,8.8750338,22.8019903,R,69,8.2,Action
2003,Lara Croft Tomb Raider: The Cradle of Life,Fail,11.3947826,8.3123367,19.8084062,PG-13,43,5.4,Action
2003,Love Actually,Pass,5.6973913,7.5297075,31.3948928,R,55,7.7,Comedy
2003,Master and Commander: The Far Side of the World,Fail,17.0921739,11.8918972,26.956528,PG-13,81,7.4,Action
2003,Mona Lisa Smile,Pass,8.2295652,8.0780273,17.8778023,PG-13,45,6.3,Drama
2003,Monster,Pass,0.6330435,4.3641017,7.343772,R,74,7.3,Biography
2003,Mystic River,Pass,3.7982609,11.411899,19.856699,R,84,8,Crime
2003,Peter Pan,Pass,12.6608696,6.1301208,12.0601727,PG,64,6.9,Adventure
2003,Pirates of the Caribbean: The Curse of the Black Pearl,Fail,15.826087,38.6677167,80.3907108,PG-13,63,8.1,Action
2003,S.W.A.T.,Pass,8.8626087,14.7977201,26.2275924,PG-13,45,6,Action
2003,Scary Movie 3,Pass,5.6973913,13.9269669,19.6496696,PG-13,49,5.4,Comedy
2003,Secondhand Lions,Fail,3.7982609,5.3265467,6.0648814,PG,52,7.6,Comedy
2003,Shanghai Knights,Fail,6.3304348,7.6560557,11.1816793,PG-13,58,6.2,Action
2003,Shattered Glass,Fail,0.7596522,0.2795488,0.3713077,PG-13,73,7.3,Drama
2003,Sinbad: Legend of the Seven Seas,Fail,7.5965217,3.3530353,10.2259164,PG,48,6.6,Adventure
2003,Spy Kids 3-D: Game Over,Pass,5.0643478,14.1498677,21.2515222,PG,57,4.1,Action
2003,Swimming Pool,Pass,0.9875478,1.2825598,2.8412666,R,70,6.8,Thriller
2003,Terminator 3: Rise of the Machines,Pass,21.5234783,19.0366677,54.828946,R,66,6.4,Action
2003,The Core,Pass,10.7617391,3.938956,9.3858357,PG-13,48,5.4,Action
2003,The Italian Job,Fail,7.5965217,13.436476,22.3164081,PG-13,68,7,Action
2003,The Jungle Book 2,Fail,2.5321739,6.0647568,17.1812557,G,38,5.3,Adventure
2003,The Last Samurai,Fail,17.7252174,14.067565,57.8361911,R,55,7.7,Action
2003,The League of Extraordinary Gentlemen,Fail,9.8754783,8.4150728,22.6965337,PG-13,30,5.8,Action
2003,The Lord of the Rings: The Return of the King,Fail,11.9012174,47.8385772,144.5122625,PG-13,94,8.9,Action
2003,The Matrix Reloaded,Pass,16.0793043,35.6471453,93.5102616,R,62,7.2,Action
2003,The Matrix Revolutions,Pass,13.9269565,17.6314964,53.7149747,R,47,6.7,Action
2003,The Missing,Pass,8.2295652,3.4058165,4.8432173,R,55,6.5,Adventure
2003,Thirteen,Pass,0.2532174,0.5825321,1.2035418,R,70,6.9,Biography
2003,Timeline,Fail,10.1286957,2.466431,3.3808553,PG-13,28,5.6,Action
2003,Undead,Pass,0.0949565,0.0052158,0.029025,R,34,5.6,Action
2003,Underworld,Fail,2.7853913,6.5799413,12.1175229,R,42,7,Action
2003,Wrong Turn,Pass,1.266087,1.9520239,3.6272829,R,32,6.1,Horror
2002,25th Hour,Fail,0.5828306,1.6946895,3.2825657,R,67,7.7,Crime
2002,28 Days Later...,Pass,1.0361434,5.8367141,10.7442412,R,73,7.7,Horror
2002,8 Mile,Fail,5.3102348,15.1178596,31.4630213,R,77,6.9,Drama
2002,About Schmidt,Fail,3.8855376,8.4193406,13.706038,R,85,7.2,Comedy
2002,All or Nothing,Pass,1.1656613,0.0238643,0.0238643,R,72,7.6,Drama
2002,Antwone Fisher,Fail,1.618974,2.7299975,3.0265212,PG-13,62,7.3,Biography
