country,year,series,value
Iran (Islamic Republic of),2017,Tourism expenditure (millions of US dollars),4632
Iraq,1995,Tourist/visitor arrivals (thousands),61
Iraq,2010,Tourist/visitor arrivals (thousands),1518
Iraq,2005,Tourism expenditure (millions of US dollars),186
Iraq,2010,Tourism expenditure (millions of US dollars),1736
Iraq,2016,Tourism expenditure (millions of US dollars),3120
Iraq,2017,Tourism expenditure (millions of US dollars),2959
Iraq,2018,Tourism expenditure (millions of US dollars),1986
Ireland,1995,Tourist/visitor arrivals (thousands),4818
Ireland,2005,Tourist/visitor arrivals (thousands),7333
Ireland,2010,Tourist/visitor arrivals (thousands),7134
Ireland,2016,Tourist/visitor arrivals (thousands),10100
Ireland,2017,Tourist/visitor arrivals (thousands),10338
Ireland,2018,Tourist/visitor arrivals (thousands),10926
Ireland,1995,Tourism expenditure (millions of US dollars),2697.7927
Ireland,2005,Tourism expenditure (millions of US dollars),6779
Ireland,2010,Tourism expenditure (millions of US dollars),8185
Ireland,2016,Tourism expenditure (millions of US dollars),11429
Ireland,2017,Tourism expenditure (millions of US dollars),14294
Ireland,2018,Tourism expenditure (millions of US dollars),14658
Israel,1995,Tourist/visitor arrivals (thousands),2215
Israel,2005,Tourist/visitor arrivals (thousands),1903
Israel,2010,Tourist/visitor arrivals (thousands),2803
Israel,2016,Tourist/visitor arrivals (thousands),2900
Israel,2017,Tourist/visitor arrivals (thousands),3613
Israel,2018,Tourist/visitor arrivals (thousands),4121
Israel,1995,Tourism expenditure (millions of US dollars),3491
Israel,2005,Tourism expenditure (millions of US dollars),2750
Israel,2010,Tourism expenditure (millions of US dollars),5621
Israel,2016,Tourism expenditure (millions of US dollars),6587
Israel,2017,Tourism expenditure (millions of US dollars),7578
Israel,2018,Tourism expenditure (millions of US dollars),8073
Italy,1995,Tourist/visitor arrivals (thousands),31052
Italy,2005,Tourist/visitor arrivals (thousands),36513
Italy,2010,Tourist/visitor arrivals (thousands),43626
Italy,2016,Tourist/visitor arrivals (thousands),52372
Italy,2017,Tourist/visitor arrivals (thousands),58253
Italy,2018,Tourist/visitor arrivals (thousands),61567.2
Italy,1995,Tourism expenditure (millions of US dollars),30411
Italy,2005,Tourism expenditure (millions of US dollars),38364
Italy,2016,Tourism expenditure (millions of US dollars),42423
Italy,2017,Tourism expenditure (millions of US dollars),46719
Italy,2018,Tourism expenditure (millions of US dollars),51602
Jamaica,1995,Tourist/visitor arrivals (thousands),1147
Jamaica,2005,Tourist/visitor arrivals (thousands),1479
Jamaica,2010,Tourist/visitor arrivals (thousands),1922
Jamaica,2016,Tourist/visitor arrivals (thousands),2182
Jamaica,2017,Tourist/visitor arrivals (thousands),2353
Jamaica,2018,Tourist/visitor arrivals (thousands),2473
Jamaica,1995,Tourism expenditure (millions of US dollars),1069
Jamaica,2005,Tourism expenditure (millions of US dollars),1545
Jamaica,2010,Tourism expenditure (millions of US dollars),2001
Jamaica,2016,Tourism expenditure (millions of US dollars),2539
Jamaica,2017,Tourism expenditure (millions of US dollars),2809
Jamaica,2018,Tourism expenditure (millions of US dollars),3099
Japan,1995,Tourist/visitor arrivals (thousands),3345
Japan,2005,Tourist/visitor arrivals (thousands),6728
Japan,2010,Tourist/visitor arrivals (thousands),8611
Japan,2016,Tourist/visitor arrivals (thousands),24040
Japan,2017,Tourist/visitor arrivals (thousands),28691
Japan,2018,Tourist/visitor arrivals (thousands),31192
Japan,1995,Tourism expenditure (millions of US dollars),4894
Japan,2005,Tourism expenditure (millions of US dollars),15554
Japan,2010,Tourism expenditure (millions of US dollars),15356
Japan,2016,Tourism expenditure (millions of US dollars),33456
Japan,2017,Tourism expenditure (millions of US dollars),36978
Japan,2018,Tourism expenditure (millions of US dollars),45276
Jordan,1995,Tourist/visitor arrivals (thousands),1075
Jordan,2005,Tourist/visitor arrivals (thousands),2987
Jordan,2010,Tourist/visitor arrivals (thousands),4207
Jordan,2016,Tourist/visitor arrivals (thousands),3567
Jordan,2017,Tourist/visitor arrivals (thousands),3843.5
Jordan,2018,Tourist/visitor arrivals (thousands),4150
Jordan,1995,Tourism expenditure (millions of US dollars),973
Jordan,2005,Tourism expenditure (millions of US dollars),1759
Jordan,2010,Tourism expenditure (millions of US dollars),4390
Jordan,2016,Tourism expenditure (millions of US dollars),4943
Jordan,2017,Tourism expenditure (millions of US dollars),5549
Jordan,2018,Tourism expenditure (millions of US dollars),6221
Kazakhstan,2005,Tourist/visitor arrivals (thousands),3143
Kazakhstan,2010,Tourist/visitor arrivals (thousands),2991
Kazakhstan,1995,Tourism expenditure (millions of US dollars),155
Kazakhstan,2005,Tourism expenditure (millions of US dollars),801
Kazakhstan,2010,Tourism expenditure (millions of US dollars),1236
Kazakhstan,2016,Tourism expenditure (millions of US dollars),2038
Kazakhstan,2017,Tourism expenditure (millions of US dollars),2356
Kazakhstan,2018,Tourism expenditure (millions of US dollars),2651
Kenya,1995,Tourist/visitor arrivals (thousands),918
Kenya,2005,Tourist/visitor arrivals (thousands),1399
Kenya,2010,Tourist/visitor arrivals (thousands),1470
Kenya,2016,Tourist/visitor arrivals (thousands),1268
Kenya,2017,Tourist/visitor arrivals (thousands),1364
Kenya,1995,Tourism expenditure (millions of US dollars),785
Kenya,2005,Tourism expenditure (millions of US dollars),969
Kenya,2010,Tourism expenditure (millions of US dollars),1620
Kenya,2016,Tourism expenditure (millions of US dollars),1471
Kenya,2017,Tourism expenditure (millions of US dollars),1564
Kiribati,1995,Tourist/visitor arrivals (thousands),3.9
Kiribati,2005,Tourist/visitor arrivals (thousands),4.1
Kiribati,2010,Tourist/visitor arrivals (thousands),4.7
Kiribati,2016,Tourist/visitor arrivals (thousands),5.7
Kiribati,2017,Tourist/visitor arrivals (thousands),5.8
Kiribati,2018,Tourist/visitor arrivals (thousands),7.1
Kiribati,2010,Tourism expenditure (millions of US dollars),4.3
Kiribati,2016,Tourism expenditure (millions of US dollars),2.8
Kiribati,2017,Tourism expenditure (millions of US dollars),4.1
Kuwait,1995,Tourist/visitor arrivals (thousands),1443
Kuwait,2005,Tourist/visitor arrivals (thousands),3474
Kuwait,2010,Tourist/visitor arrivals (thousands),5208
Kuwait,2016,Tourist/visitor arrivals (thousands),7055
Kuwait,2017,Tourist/visitor arrivals (thousands),7407
Kuwait,2018,Tourist/visitor arrivals (thousands),8508
Kuwait,1995,Tourism expenditure (millions of US dollars),307
Kuwait,2005,Tourism expenditure (millions of US dollars),413
Kuwait,2010,Tourism expenditure (millions of US dollars),574
Kuwait,2016,Tourism expenditure (millions of US dollars),831
Kuwait,2017,Tourism expenditure (millions of US dollars),643
Kuwait,2018,Tourism expenditure (millions of US dollars),919
Kyrgyzstan,2005,Tourist/visitor arrivals (thousands),319
Kyrgyzstan,2010,Tourist/visitor arrivals (thousands),1224
Kyrgyzstan,2016,Tourist/visitor arrivals (thousands),3853
Kyrgyzstan,2017,Tourist/visitor arrivals (thousands),4568
Kyrgyzstan,2018,Tourist/visitor arrivals (thousands),6947
Kyrgyzstan,2005,Tourism expenditure (millions of US dollars),94
Kyrgyzstan,2010,Tourism expenditure (millions of US dollars),212
Kyrgyzstan,2016,Tourism expenditure (millions of US dollars),477
Kyrgyzstan,2017,Tourism expenditure (millions of US dollars),480
Kyrgyzstan,2018,Tourism expenditure (millions of US dollars),487
Lao People's Dem. Rep.,1995,Tourist/visitor arrivals (thousands),60
Lao People's Dem. Rep.,2005,Tourist/visitor arrivals (thousands),672
Lao People's Dem. Rep.,2010,Tourist/visitor arrivals (thousands),1670
Lao People's Dem. Rep.,2016,Tourist/visitor arrivals (thousands),3315
Lao People's Dem. Rep.,2017,Tourist/visitor arrivals (thousands),3257
Lao People's Dem. Rep.,2018,Tourist/visitor arrivals (thousands),3770
Lao People's Dem. Rep.,1995,Tourism expenditure (millions of US dollars),52
Lao People's Dem. Rep.,2005,Tourism expenditure (millions of US dollars),143
Lao People's Dem. Rep.,2010,Tourism expenditure (millions of US dollars),385
Lao People's Dem. Rep.,2016,Tourism expenditure (millions of US dollars),717
Lao People's Dem. Rep.,2017,Tourism expenditure (millions of US dollars),655
Lao People's Dem. Rep.,2018,Tourism expenditure (millions of US dollars),757
Latvia,1995,Tourist/visitor arrivals (thousands),539
Latvia,2005,Tourist/visitor arrivals (thousands),1116
Latvia,2010,Tourist/visitor arrivals (thousands),1373
Latvia,2016,Tourist/visitor arrivals (thousands),1793
Latvia,2017,Tourist/visitor arrivals (thousands),1949
Latvia,2018,Tourist/visitor arrivals (thousands),1946
Latvia,1995,Tourism expenditure (millions of US dollars),37
Latvia,2005,Tourism expenditure (millions of US dollars),446
Lebanon,1995,Tourist/visitor arrivals (thousands),450
Lebanon,2005,Tourist/visitor arrivals (thousands),1140
Lebanon,2010,Tourist/visitor arrivals (thousands),2168
Lebanon,2016,Tourist/visitor arrivals (thousands),1688
Lebanon,2017,Tourist/visitor arrivals (thousands),1857
Lebanon,2018,Tourist/visitor arrivals (thousands),1964
Lebanon,1995,Tourism expenditure (millions of US dollars),710
Lebanon,2005,Tourism expenditure (millions of US dollars),5969
Lebanon,2010,Tourism expenditure (millions of US dollars),8026
Lebanon,2016,Tourism expenditure (millions of US dollars),7373
Lebanon,2017,Tourism expenditure (millions of US dollars),8086
Lebanon,2018,Tourism expenditure (millions of US dollars),8694
Lesotho,1995,Tourist/visitor arrivals (thousands),209
Lesotho,2005,Tourist/visitor arrivals (thousands),304
Lesotho,2010,Tourist/visitor arrivals (thousands),426
Lesotho,2016,Tourist/visitor arrivals (thousands),1196
Lesotho,2017,Tourist/visitor arrivals (thousands),1137
Lesotho,2018,Tourist/visitor arrivals (thousands),1173
Lesotho,1995,Tourism expenditure (millions of US dollars),27
Lesotho,2005,Tourism expenditure (millions of US dollars),27
Lesotho,2010,Tourism expenditure (millions of US dollars),23
Lesotho,2016,Tourism expenditure (millions of US dollars),48
Lesotho,2017,Tourism expenditure (millions of US dollars),23
Lesotho,2018,Tourism expenditure (millions of US dollars),24
Liberia,2005,Tourism expenditure (millions of US dollars),67
Libya,2005,Tourist/visitor arrivals (thousands),81
Libya,1995,Tourism expenditure (millions of US dollars),4
Libya,2005,Tourism expenditure (millions of US dollars),301
Libya,2010,Tourism expenditure (millions of US dollars),170
Liechtenstein,2010,Tourist/visitor arrivals (thousands),64.3
Liechtenstein,2016,Tourist/visitor arrivals (thousands),69.1
Liechtenstein,2017,Tourist/visitor arrivals (thousands),79.3
Liechtenstein,2018,Tourist/visitor arrivals (thousands),85.3
Lithuania,1995,Tourist/visitor arrivals (thousands),650
Lithuania,2005,Tourist/visitor arrivals (thousands),2000
Lithuania,2010,Tourist/visitor arrivals (thousands),1507
Lithuania,2016,Tourist/visitor arrivals (thousands),2296
Lithuania,2017,Tourist/visitor arrivals (thousands),2523
Lithuania,2018,Tourist/visitor arrivals (thousands),2825
Lithuania,1995,Tourism expenditure (millions of US dollars),77
Lithuania,2005,Tourism expenditure (millions of US dollars),920
Lithuania,2010,Tourism expenditure (millions of US dollars),958
Lithuania,2016,Tourism expenditure (millions of US dollars),1210
Lithuania,2017,Tourism expenditure (millions of US dollars),1325
Lithuania,2018,Tourism expenditure (millions of US dollars),1419
Luxembourg,1995,Tourist/visitor arrivals (thousands),768
Luxembourg,2005,Tourist/visitor arrivals (thousands),913
Luxembourg,2010,Tourist/visitor arrivals (thousands),805
Luxembourg,2016,Tourist/visitor arrivals (thousands),1054
Luxembourg,2017,Tourist/visitor arrivals (thousands),1046
Luxembourg,2018,Tourist/visitor arrivals (thousands),1018
Luxembourg,2005,Tourism expenditure (millions of US dollars),3770
Luxembourg,2010,Tourism expenditure (millions of US dollars),4519
Luxembourg,2016,Tourism expenditure (millions of US dollars),4766
Luxembourg,2017,Tourism expenditure (millions of US dollars),4993
Luxembourg,2018,Tourism expenditure (millions of US dollars),5537
Madagascar,1995,Tourist/visitor arrivals (thousands),75
Madagascar,2005,Tourist/visitor arrivals (thousands),277
Madagascar,2010,Tourist/visitor arrivals (thousands),196
Madagascar,2016,Tourist/visitor arrivals (thousands),293
Madagascar,2017,Tourist/visitor arrivals (thousands),255
Madagascar,2018,Tourist/visitor arrivals (thousands),291
Madagascar,1995,Tourism expenditure (millions of US dollars),106
Madagascar,2005,Tourism expenditure (millions of US dollars),275
Madagascar,2010,Tourism expenditure (millions of US dollars),425
Madagascar,2016,Tourism expenditure (millions of US dollars),913
Madagascar,2017,Tourism expenditure (millions of US dollars),849
Madagascar,2018,Tourism expenditure (millions of US dollars),879
Malawi,1995,Tourist/visitor arrivals (thousands),192
Malawi,2005,Tourist/visitor arrivals (thousands),438
Malawi,2010,Tourist/visitor arrivals (thousands),746
Malawi,2016,Tourist/visitor arrivals (thousands),849
Malawi,2017,Tourist/visitor arrivals (thousands),837
Malawi,2018,Tourist/visitor arrivals (thousands),871
Malawi,1995,Tourism expenditure (millions of US dollars),22
Malawi,2005,Tourism expenditure (millions of US dollars),48
Malawi,2010,Tourism expenditure (millions of US dollars),45
Malawi,2016,Tourism expenditure (millions of US dollars),30
Malawi,2017,Tourism expenditure (millions of US dollars),35
Malawi,2018,Tourism expenditure (millions of US dollars),43
Malaysia,1995,Tourist/visitor arrivals (thousands),7469
Malaysia,2005,Tourist/visitor arrivals (thousands),16431
Malaysia,2010,Tourist/visitor arrivals (thousands),24577
Malaysia,2016,Tourist/visitor arrivals (thousands),26757
Malaysia,2017,Tourist/visitor arrivals (thousands),25948
Malaysia,2018,Tourist/visitor arrivals (thousands),25832
Malaysia,1995,Tourism expenditure (millions of US dollars),5044
Malaysia,2005,Tourism expenditure (millions of US dollars),10389
Malaysia,2010,Tourism expenditure (millions of US dollars),19619
Malaysia,2016,Tourism expenditure (millions of US dollars),19682
Malaysia,2017,Tourism expenditure (millions of US dollars),20311
Malaysia,2018,Tourism expenditure (millions of US dollars),21774
Maldives,1995,Tourist/visitor arrivals (thousands),315
Maldives,2005,Tourist/visitor arrivals (thousands),395
Maldives,2010,Tourist/visitor arrivals (thousands),792
Maldives,2016,Tourist/visitor arrivals (thousands),1286
Maldives,2017,Tourist/visitor arrivals (thousands),1390
Maldives,2018,Tourist/visitor arrivals (thousands),1484
Maldives,2016,Tourism expenditure (millions of US dollars),2640
Maldives,2017,Tourism expenditure (millions of US dollars),2771
Maldives,2018,Tourism expenditure (millions of US dollars),3054
Mali,2010,Tourist/visitor arrivals (thousands),169
Mali,2016,Tourist/visitor arrivals (thousands),173.2
Mali,2017,Tourist/visitor arrivals (thousands),193.3
Mali,1995,Tourism expenditure (millions of US dollars),26
Mali,2005,Tourism expenditure (millions of US dollars),149
Mali,2010,Tourism expenditure (millions of US dollars),208
Mali,2016,Tourism expenditure (millions of US dollars),201.6
Mali,2017,Tourism expenditure (millions of US dollars),206.4
Malta,1995,Tourist/visitor arrivals (thousands),1116
Malta,2005,Tourist/visitor arrivals (thousands),1171
Malta,2010,Tourist/visitor arrivals (thousands),1339
Malta,2016,Tourist/visitor arrivals (thousands),1966
Malta,2017,Tourist/visitor arrivals (thousands),2274
Malta,2018,Tourist/visitor arrivals (thousands),2599
Malta,1995,Tourism expenditure (millions of US dollars),656
Malta,2005,Tourism expenditure (millions of US dollars),755
Malta,2010,Tourism expenditure (millions of US dollars),1066
Malta,2016,Tourism expenditure (millions of US dollars),1451
Malta,2017,Tourism expenditure (millions of US dollars),1746
Malta,2018,Tourism expenditure (millions of US dollars),1845
Marshall Islands,1995,Tourist/visitor arrivals (thousands),5.5
Marshall Islands,2005,Tourist/visitor arrivals (thousands),9.2
Marshall Islands,2010,Tourist/visitor arrivals (thousands),4.6
Marshall Islands,2016,Tourist/visitor arrivals (thousands),5.4
Marshall Islands,2017,Tourist/visitor arrivals (thousands),6
Marshall Islands,2018,Tourist/visitor arrivals (thousands),6.8
Marshall Islands,1995,Tourism expenditure (millions of US dollars),2.5
Marshall Islands,2005,Tourism expenditure (millions of US dollars),3.69
Marshall Islands,2010,Tourism expenditure (millions of US dollars),3.7
Marshall Islands,2016,Tourism expenditure (millions of US dollars),30.4
Marshall Islands,2017,Tourism expenditure (millions of US dollars),18.1
Marshall Islands,2018,Tourism expenditure (millions of US dollars),20.1
Martinique,1995,Tourist/visitor arrivals (thousands),457
Martinique,2005,Tourist/visitor arrivals (thousands),484
Martinique,2010,Tourist/visitor arrivals (thousands),478
Martinique,2016,Tourist/visitor arrivals (thousands),519
Martinique,2017,Tourist/visitor arrivals (thousands),536
Martinique,2018,Tourist/visitor arrivals (thousands),537
Martinique,1995,Tourism expenditure (millions of US dollars),384
Martinique,2005,Tourism expenditure (millions of US dollars),280
Martinique,2010,Tourism expenditure (millions of US dollars),472
Martinique,2016,Tourism expenditure (millions of US dollars),348
Martinique,2017,Tourism expenditure (millions of US dollars),510
Martinique,2018,Tourism expenditure (millions of US dollars),530
Mauritania,2016,Tourism expenditure (millions of US dollars),33
Mauritania,2017,Tourism expenditure (millions of US dollars),24
Mauritania,2018,Tourism expenditure (millions of US dollars),6
Mauritius,1995,Tourist/visitor arrivals (thousands),422
Mauritius,2005,Tourist/visitor arrivals (thousands),761
Mauritius,2010,Tourist/visitor arrivals (thousands),935
Mauritius,2016,Tourist/visitor arrivals (thousands),1275
Mauritius,2017,Tourist/visitor arrivals (thousands),1342
Mauritius,2018,Tourist/visitor arrivals (thousands),1399
Mauritius,1995,Tourism expenditure (millions of US dollars),616
Mauritius,2005,Tourism expenditure (millions of US dollars),1189
Mauritius,2010,Tourism expenditure (millions of US dollars),1585
Mauritius,2016,Tourism expenditure (millions of US dollars),1824
Mauritius,2017,Tourism expenditure (millions of US dollars),2005
Mauritius,2018,Tourism expenditure (millions of US dollars),2161
Mexico,1995,Tourist/visitor arrivals (thousands),20241
Mexico,2005,Tourist/visitor arrivals (thousands),21915
Mexico,2010,Tourist/visitor arrivals (thousands),23290
Mexico,2016,Tourist/visitor arrivals (thousands),35079
Mexico,2017,Tourist/visitor arrivals (thousands),39291
Mexico,2018,Tourist/visitor arrivals (thousands),41313
Mexico,1995,Tourism expenditure (millions of US dollars),6847
Mexico,2005,Tourism expenditure (millions of US dollars),12801
Mexico,2010,Tourism expenditure (millions of US dollars),12628
Mexico,2016,Tourism expenditure (millions of US dollars),20619
Mexico,2017,Tourism expenditure (millions of US dollars),22467
Mexico,2018,Tourism expenditure (millions of US dollars),23802
Micronesia (Fed. States of),2005,Tourist/visitor arrivals (thousands),19
Micronesia (Fed. States of),2010,Tourist/visitor arrivals (thousands),44.7
Micronesia (Fed. States of),2016,Tourist/visitor arrivals (thousands),29.6
Micronesia (Fed. States of),2018,Tourist/visitor arrivals (thousands),19.2
Micronesia (Fed. States of),2010,Tourism expenditure (millions of US dollars),24
Monaco,1995,Tourist/visitor arrivals (thousands),233
Monaco,2005,Tourist/visitor arrivals (thousands),286
Monaco,2010,Tourist/visitor arrivals (thousands),279
Monaco,2016,Tourist/visitor arrivals (thousands),336
Monaco,2017,Tourist/visitor arrivals (thousands),355
Monaco,2018,Tourist/visitor arrivals (thousands),347
Mongolia,2005,Tourist/visitor arrivals (thousands),339
Mongolia,2010,Tourist/visitor arrivals (thousands),456
Mongolia,2016,Tourist/visitor arrivals (thousands),404
Mongolia,2017,Tourist/visitor arrivals (thousands),469
Mongolia,2018,Tourist/visitor arrivals (thousands),529
Mongolia,1995,Tourism expenditure (millions of US dollars),33
Mongolia,2005,Tourism expenditure (millions of US dollars),203
Mongolia,2010,Tourism expenditure (millions of US dollars),288
Mongolia,2016,Tourism expenditure (millions of US dollars),379
Mongolia,2017,Tourism expenditure (millions of US dollars),462
Mongolia,2018,Tourism expenditure (millions of US dollars),526
Montenegro,2005,Tourist/visitor arrivals (thousands),272
Montenegro,2010,Tourist/visitor arrivals (thousands),1088
Montenegro,2016,Tourist/visitor arrivals (thousands),1662
Montenegro,2017,Tourist/visitor arrivals (thousands),1877
Montenegro,2018,Tourist/visitor arrivals (thousands),2077
Montenegro,2010,Tourism expenditure (millions of US dollars),765
Montenegro,2016,Tourism expenditure (millions of US dollars),978
Montenegro,2017,Tourism expenditure (millions of US dollars),1110
Montenegro,2018,Tourism expenditure (millions of US dollars),1224
Montserrat,1995,Tourist/visitor arrivals (thousands),17.7
Montserrat,2005,Tourist/visitor arrivals (thousands),9.7
Montserrat,2010,Tourist/visitor arrivals (thousands),6
Montserrat,2016,Tourist/visitor arrivals (thousands),8.8
Montserrat,2017,Tourist/visitor arrivals (thousands),8.8
Montserrat,2018,Tourist/visitor arrivals (thousands),8.8
Montserrat,1995,Tourism expenditure (millions of US dollars),17
Montserrat,2005,Tourism expenditure (millions of US dollars),9
Montserrat,2010,Tourism expenditure (millions of US dollars),5.9
Montserrat,2016,Tourism expenditure (millions of US dollars),8.6
Montserrat,2017,Tourism expenditure (millions of US dollars),8.4
Montserrat,2018,Tourism expenditure (millions of US dollars),11.1
Morocco,1995,Tourist/visitor arrivals (thousands),2602
Morocco,2005,Tourist/visitor arrivals (thousands),5843
Morocco,2010,Tourist/visitor arrivals (thousands),9288
Morocco,2016,Tourist/visitor arrivals (thousands),10332
Morocco,2017,Tourist/visitor arrivals (thousands),11349
Morocco,2018,Tourist/visitor arrivals (thousands),12289
Morocco,1995,Tourism expenditure (millions of US dollars),1469
Morocco,2005,Tourism expenditure (millions of US dollars),5426
Morocco,2010,Tourism expenditure (millions of US dollars),8176
Morocco,2016,Tourism expenditure (millions of US dollars),7922
Morocco,2017,Tourism expenditure (millions of US dollars),9086
Morocco,2018,Tourism expenditure (millions of US dollars),9523
Mozambique,2005,Tourist/visitor arrivals (thousands),578
Mozambique,2010,Tourist/visitor arrivals (thousands),1718
Mozambique,2016,Tourist/visitor arrivals (thousands),1639
Mozambique,2017,Tourist/visitor arrivals (thousands),1447
Mozambique,2018,Tourist/visitor arrivals (thousands),2743
Mozambique,2005,Tourism expenditure (millions of US dollars),138
Mozambique,2010,Tourism expenditure (millions of US dollars),135
Mozambique,2016,Tourism expenditure (millions of US dollars),114
Mozambique,2017,Tourism expenditure (millions of US dollars),164
Mozambique,2018,Tourism expenditure (millions of US dollars),331
Myanmar,1995,Tourist/visitor arrivals (thousands),194
Myanmar,2005,Tourist/visitor arrivals (thousands),660
Myanmar,2010,Tourist/visitor arrivals (thousands),792
Myanmar,2016,Tourist/visitor arrivals (thousands),2907
Myanmar,2017,Tourist/visitor arrivals (thousands),3443
Myanmar,2018,Tourist/visitor arrivals (thousands),3551
Myanmar,1995,Tourism expenditure (millions of US dollars),169
Myanmar,2005,Tourism expenditure (millions of US dollars),83
Myanmar,2010,Tourism expenditure (millions of US dollars),91
Myanmar,2016,Tourism expenditure (millions of US dollars),2289
Myanmar,2017,Tourism expenditure (millions of US dollars),1988
Myanmar,2018,Tourism expenditure (millions of US dollars),1670
Namibia,1995,Tourist/visitor arrivals (thousands),272
Namibia,2005,Tourist/visitor arrivals (thousands),778
Namibia,2010,Tourist/visitor arrivals (thousands),984
Namibia,2016,Tourist/visitor arrivals (thousands),1469
Namibia,2017,Tourist/visitor arrivals (thousands),1499
Namibia,2005,Tourism expenditure (millions of US dollars),363
Namibia,2010,Tourism expenditure (millions of US dollars),473
Namibia,2016,Tourism expenditure (millions of US dollars),349
Namibia,2017,Tourism expenditure (millions of US dollars),449
Namibia,2018,Tourism expenditure (millions of US dollars),488
Nauru,2010,Tourism expenditure (millions of US dollars),0.6
Nauru,2016,Tourism expenditure (millions of US dollars),3.4
Nauru,2017,Tourism expenditure (millions of US dollars),3.9
Nauru,2018,Tourism expenditure (millions of US dollars),1.6
Nepal,1995,Tourist/visitor arrivals (thousands),363
Nepal,2005,Tourist/visitor arrivals (thousands),375
Nepal,2010,Tourist/visitor arrivals (thousands),603
Nepal,2016,Tourist/visitor arrivals (thousands),753
Nepal,2017,Tourist/visitor arrivals (thousands),940
Nepal,2018,Tourist/visitor arrivals (thousands),1173
Nepal,1995,Tourism expenditure (millions of US dollars),232
Nepal,2005,Tourism expenditure (millions of US dollars),160
Nepal,2010,Tourism expenditure (millions of US dollars),378
Nepal,2016,Tourism expenditure (millions of US dollars),498
Nepal,2017,Tourism expenditure (millions of US dollars),712
Nepal,2018,Tourism expenditure (millions of US dollars),744
Netherlands,1995,Tourist/visitor arrivals (thousands),6574
Netherlands,2005,Tourist/visitor arrivals (thousands),10012
Netherlands,2010,Tourist/visitor arrivals (thousands),10883
Netherlands,2016,Tourist/visitor arrivals (thousands),15828
Netherlands,2017,Tourist/visitor arrivals (thousands),17924
Netherlands,2018,Tourist/visitor arrivals (thousands),18780
Netherlands,1995,Tourism expenditure (millions of US dollars),10611
Netherlands,2016,Tourism expenditure (millions of US dollars),21151
Netherlands,2017,Tourism expenditure (millions of US dollars),23414
Netherlands,2018,Tourism expenditure (millions of US dollars),25850
New Caledonia,1995,Tourist/visitor arrivals (thousands),86
New Caledonia,2005,Tourist/visitor arrivals (thousands),101
New Caledonia,2010,Tourist/visitor arrivals (thousands),99
New Caledonia,2016,Tourist/visitor arrivals (thousands),116
New Caledonia,2017,Tourist/visitor arrivals (thousands),121
New Caledonia,2018,Tourist/visitor arrivals (thousands),120
New Caledonia,1995,Tourism expenditure (millions of US dollars),108
New Caledonia,2005,Tourism expenditure (millions of US dollars),149
New Caledonia,2010,Tourism expenditure (millions of US dollars),129
New Caledonia,2016,Tourism expenditure (millions of US dollars),159
New Zealand,2005,Tourist/visitor arrivals (thousands),2353
New Zealand,2010,Tourist/visitor arrivals (thousands),2435
New Zealand,2016,Tourist/visitor arrivals (thousands),3370
New Zealand,2017,Tourist/visitor arrivals (thousands),3555
New Zealand,2018,Tourist/visitor arrivals (thousands),3686
New Zealand,1995,Tourism expenditure (millions of US dollars),2318
New Zealand,2005,Tourism expenditure (millions of US dollars),6486
New Zealand,2010,Tourism expenditure (millions of US dollars),6523
New Zealand,2016,Tourism expenditure (millions of US dollars),9773
New Zealand,2017,Tourism expenditure (millions of US dollars),10594
New Zealand,2018,Tourism expenditure (millions of US dollars),10961
Nicaragua,1995,Tourist/visitor arrivals (thousands),281
Nicaragua,2005,Tourist/visitor arrivals (thousands),712
Nicaragua,2010,Tourist/visitor arrivals (thousands),1011
Nicaragua,2016,Tourist/visitor arrivals (thousands),1504
Nicaragua,2017,Tourist/visitor arrivals (thousands),1787
Nicaragua,2018,Tourist/visitor arrivals (thousands),1256
Nicaragua,1995,Tourism expenditure (millions of US dollars),50
Nicaragua,2005,Tourism expenditure (millions of US dollars),206
Nicaragua,2010,Tourism expenditure (millions of US dollars),314
Nicaragua,2016,Tourism expenditure (millions of US dollars),642
Nicaragua,2017,Tourism expenditure (millions of US dollars),841
Nicaragua,2018,Tourism expenditure (millions of US dollars),544
Niger,1995,Tourist/visitor arrivals (thousands),35
Niger,2005,Tourist/visitor arrivals (thousands),58
Niger,2010,Tourist/visitor arrivals (thousands),74
Niger,2016,Tourist/visitor arrivals (thousands),152
Niger,2017,Tourist/visitor arrivals (thousands),164
Niger,2018,Tourist/visitor arrivals (thousands),157
Niger,2005,Tourism expenditure (millions of US dollars),43.9
Niger,2010,Tourism expenditure (millions of US dollars),105.5
Niger,2016,Tourism expenditure (millions of US dollars),84
Niger,2017,Tourism expenditure (millions of US dollars),91
Nigeria,1995,Tourist/visitor arrivals (thousands),656
Nigeria,2005,Tourist/visitor arrivals (thousands),1010
Nigeria,2010,Tourist/visitor arrivals (thousands),1555
Nigeria,2016,Tourist/visitor arrivals (thousands),1889
Nigeria,1995,Tourism expenditure (millions of US dollars),47
Nigeria,2005,Tourism expenditure (millions of US dollars),139
Nigeria,2010,Tourism expenditure (millions of US dollars),736
Nigeria,2016,Tourism expenditure (millions of US dollars),1088
Nigeria,2017,Tourism expenditure (millions of US dollars),2615
Nigeria,2018,Tourism expenditure (millions of US dollars),1977
Niue,1995,Tourist/visitor arrivals (thousands),2.2
Niue,2005,Tourist/visitor arrivals (thousands),2.8
