date,bikes_hired,year,wday,month,week,cloud_cover,humidity,pressure,radiation,precipitation,snow_depth,sunshine,mean_temp,min_temp,max_temp
2017-01-24T00:00:00Z,26611,2017,Tue,Jan,4,1,89,10282,62,0,0,63,3.8,-2,3.7
2017-01-25T00:00:00Z,25175,2017,Wed,Jan,4,8,97,10277,17,2,0,0,0.9,-1.9,1.5
2017-01-26T00:00:00Z,23831,2017,Thu,Jan,4,6,85,10201,17,0,0,0,0.3,-0.9,8.4
2017-01-27T00:00:00Z,23387,2017,Fri,Jan,4,6,86,10107,26,0,0,6,3,-2.4,10.7
2017-01-28T00:00:00Z,17523,2017,Sat,Jan,4,6,80,10101,42,10,0,24,6.1,1.5,10
2017-01-29T00:00:00Z,9078,2017,Sun,Jan,4,6,93,10117,18,104,0,0,5.9,1.8,8.6
2017-01-30T00:00:00Z,24969,2017,Mon,Jan,5,8,93,10109,19,10,0,0,6.7,4.7,10.6
2017-01-31T00:00:00Z,22623,2017,Tue,Jan,5,8,97,10129,19,28,0,0,8.1,5.5,11.9
2017-02-01T00:00:00Z,23181,2017,Wed,Feb,5,8,94,10066,22,16,0,1,8.8,5.7,11.4
2017-02-02T00:00:00Z,25601,2017,Thu,Feb,5,8,89,9972,20,18,0,0,10.2,9.1,10.8
2017-02-03T00:00:00Z,23231,2017,Fri,Feb,5,7,85,9948,43,24,0,20,8.7,6.5,10
2017-02-04T00:00:00Z,17324,2017,Sat,Feb,5,4,85,9973,50,6,0,28,6,1.9,5.6
2017-02-05T00:00:00Z,14570,2017,Sun,Feb,5,7,90,10036,21,0,0,0,4.2,2.7,7.5
2017-02-06T00:00:00Z,24312,2017,Mon,Feb,6,5,89,10173,43,74,0,18,3.5,-0.5,10.8
2017-02-07T00:00:00Z,27156,2017,Tue,Feb,6,7,85,10143,66,0,0,48,5.8,0.8,5.2
2017-02-08T00:00:00Z,25770,2017,Wed,Feb,6,8,85,10262,22,0,0,0,4.4,3.6,2.7
2017-02-09T00:00:00Z,22900,2017,Thu,Feb,6,8,84,10278,22,4,0,0,2.4,2,2.3
2017-02-10T00:00:00Z,18673,2017,Fri,Feb,6,8,92,10240,23,10,0,0,1.8,1.3,2.7
2017-02-11T00:00:00Z,9394,2017,Sat,Feb,6,8,89,10226,23,8,0,0,1.6,0.6,6.1
2017-02-12T00:00:00Z,10272,2017,Sun,Feb,6,8,89,10224,24,0,0,0,3.4,0.7,10.5
2017-02-13T00:00:00Z,24159,2017,Mon,Feb,7,2,80,10218,91,0,0,76,6.2,1.9,12.9
2017-02-14T00:00:00Z,26649,2017,Tue,Feb,7,5,79,10232,44,0,0,13,7.6,2.3,11.8
2017-02-15T00:00:00Z,24330,2017,Wed,Feb,7,7,93,10278,28,14,0,1,8,4.1,12.3
2017-02-16T00:00:00Z,26649,2017,Thu,Feb,7,6,85,10296,57,2,0,25,8.6,4.8,13.5
2017-02-17T00:00:00Z,25883,2017,Fri,Feb,7,5,82,10279,72,0,0,41,10.3,7.1,12.9
2017-02-18T00:00:00Z,21292,2017,Sat,Feb,7,5,86,10253,63,0,0,30,9.2,5.6,12.9
2017-02-19T00:00:00Z,19169,2017,Sun,Feb,7,6,87,10225,43,0,0,9,8,3.1,18.1
2017-02-20T00:00:00Z,28665,2017,Mon,Feb,8,6,86,10189,58,16,0,22,13,7.9,13.6
2017-02-21T00:00:00Z,28929,2017,Tue,Feb,8,8,88,10161,28,0,0,0,11.7,9.8,14
2017-02-22T00:00:00Z,27290,2017,Wed,Feb,8,8,85,10085,28,22,0,0,12.3,10.6,11.2
2017-02-23T00:00:00Z,22520,2017,Thu,Feb,8,7,74,9984,71,0,0,33,10,8.8,9.8
2017-02-24T00:00:00Z,26832,2017,Fri,Feb,8,2,66,10161,92,0,0,56,6.2,2.7,10.7
2017-02-25T00:00:00Z,14132,2017,Sat,Feb,8,8,84,10137,30,14,0,0,7.8,4.8,12.7
2017-02-26T00:00:00Z,14911,2017,Sun,Feb,8,8,86,10059,38,74,0,3,10.4,8.2,9
2017-02-27T00:00:00Z,20001,2017,Mon,Feb,9,7,89,9902,47,66,0,8,8.2,7.4,8
2017-02-28T00:00:00Z,24755,2017,Tue,Feb,9,4,84,9887,88,14,0,46,4.4,0.8,9.3
2017-03-01T00:00:00Z,24746,2017,Wed,Mar,9,7,81,9983,39,6,0,1,6.2,3.2,11.7
2017-03-02T00:00:00Z,26938,2017,Thu,Mar,9,3,63,10083,121,10,0,69,8.3,4.9,11.5
2017-03-03T00:00:00Z,22914,2017,Fri,Mar,9,7,88,9989,36,50,0,0,8.2,4.8,12.3
2017-03-04T00:00:00Z,21546,2017,Sat,Mar,9,6,81,9894,97,16,0,41,9.6,6.8,11.2
2017-03-05T00:00:00Z,10593,2017,Sun,Mar,9,7,81,9914,77,32,0,23,8.3,5.4,10.7
2017-03-06T00:00:00Z,26917,2017,Mon,Mar,10,5,74,10045,110,0,0,51,6.6,2.5,12.1
2017-03-07T00:00:00Z,29174,2017,Tue,Mar,10,7,72,10165,117,22,0,57,8.1,4.1,14.9
2017-03-08T00:00:00Z,24440,2017,Wed,Mar,10,8,87,10127,51,6,0,4,10.5,6.1,16.9
2017-03-09T00:00:00Z,31113,2017,Thu,Mar,10,6,68,10205,141,0,0,78,12.8,8.8,12.6
2017-03-10T00:00:00Z,28126,2017,Fri,Mar,10,8,85,10252,40,0,0,0,9.4,6.2,17.3
2017-03-11T00:00:00Z,30560,2017,Sat,Mar,10,7,83,10182,85,0,0,24,12.9,8.6,12.2
2017-03-12T00:00:00Z,15850,2017,Sun,Mar,10,8,86,10151,41,32,0,0,10.8,9.4,15.5
2017-03-13T00:00:00Z,32177,2017,Mon,Mar,11,2,71,10285,158,0,0,89,10.7,5.9,14.8
2017-03-14T00:00:00Z,30857,2017,Tue,Mar,11,6,84,10324,61,0,0,7,10.9,7.1,18.1
2017-03-15T00:00:00Z,34548,2017,Wed,Mar,11,3,79,10325,156,0,0,83,13,7.9,12.5
2017-03-16T00:00:00Z,31876,2017,Thu,Mar,11,5,87,10232,44,0,0,0,9.1,5.7,12.1
2017-03-17T00:00:00Z,26481,2017,Fri,Mar,11,6,73,10174,100,4,0,30,8.1,4.1,14.7
2017-03-18T00:00:00Z,7771,2017,Sat,Mar,11,8,85,10104,50,0,0,1,10.8,7,16.1
2017-03-19T00:00:00Z,19335,2017,Sun,Mar,11,8,79,10092,61,8,0,5,13.8,11.6,12.8
2017-03-20T00:00:00Z,24145,2017,Mon,Mar,12,6,86,10046,64,12,0,6,11.7,10.6,12.6
2017-03-21T00:00:00Z,30182,2017,Tue,Mar,12,3,66,10090,160,6,0,77,8.2,3.7,11.3
2017-03-22T00:00:00Z,23725,2017,Wed,Mar,12,6,79,10065,107,52,0,31,7.9,4.5,11.7
2017-03-23T00:00:00Z,27639,2017,Thu,Mar,12,6,77,10152,89,0,0,18,8.5,5.3,13.5
2017-03-24T00:00:00Z,27578,2017,Fri,Mar,12,5,75,10280,125,0,0,43,10.1,6.7,15.4
2017-03-25T00:00:00Z,28374,2017,Sat,Mar,12,0,52,10292,206,0,0,115,9.9,4.4,16.2
2017-03-26T00:00:00Z,24090,2017,Sun,Mar,12,2,64,10242,172,0,0,80,10.8,5.3,16.2
2017-03-27T00:00:00Z,30887,2017,Mon,Mar,13,3,75,10220,174,0,0,80,11.2,6.3,17.5
2017-03-28T00:00:00Z,32314,2017,Tue,Mar,13,6,78,10201,152,0,0,60,11.3,5.1,15.2
2017-03-29T00:00:00Z,29907,2017,Wed,Mar,13,7,82,10217,57,0,0,1,13.1,10.9,21.7
2017-03-30T00:00:00Z,34219,2017,Thu,Mar,13,4,62,10184,141,2,0,49,16.6,11.5,17.2
2017-03-31T00:00:00Z,30730,2017,Fri,Mar,13,4,70,10101,130,0,0,40,14.1,11,16.1
2017-04-01T00:00:00Z,28237,2017,Sat,Apr,13,6,72,10098,141,0,0,47,12.2,8.2,16.5
2017-04-02T00:00:00Z,31064,2017,Sun,Apr,13,2,71,10218,216,0,0,109,11.6,6.6,17.4
2017-04-03T00:00:00Z,34287,2017,Mon,Apr,14,2,72,10252,207,2,0,99,10.7,4,14.9
2017-04-04T00:00:00Z,30887,2017,Tue,Apr,14,8,82,10260,56,0,0,0,11.8,8.7,15.4
2017-04-05T00:00:00Z,33985,2017,Wed,Apr,14,2,65,10310,210,0,0,99,10.3,5.2,17.7
2017-04-06T00:00:00Z,36003,2017,Thu,Apr,14,1,65,10306,235,0,0,120,11.8,5.9,17.9
2017-04-07T00:00:00Z,35434,2017,Fri,Apr,14,0,67,10272,238,0,0,121,11.8,5.6,20.9
2017-04-08T00:00:00Z,38878,2017,Sat,Apr,14,0,64,10236,239,0,0,120,12.8,4.8,25.4
2017-04-09T00:00:00Z,42854,2017,Sun,Apr,14,1,59,10202,241,0,0,121,16.5,7.6,13.8
2017-04-10T00:00:00Z,31158,2017,Mon,Apr,15,5,59,10256,166,0,0,57,11.1,8.4,16.7
2017-04-11T00:00:00Z,35436,2017,Tue,Apr,15,2,61,10271,245,0,0,121,11.2,5.7,17.1
2017-04-12T00:00:00Z,32570,2017,Wed,Apr,15,5,67,10191,161,0,0,51,11.4,5.8,15.4
2017-04-13T00:00:00Z,30343,2017,Thu,Apr,15,4,57,10184,169,0,0,56,10.6,5.8,15.3
2017-04-14T00:00:00Z,22357,2017,Fri,Apr,15,8,65,10169,89,0,0,8,10.8,6.4,15.7
2017-04-15T00:00:00Z,24627,2017,Sat,Apr,15,6,61,10184,156,0,0,45,12.3,9,16
2017-04-16T00:00:00Z,23090,2017,Sun,Apr,15,6,65,10219,147,6,0,39,10.9,5.8,12.5
2017-04-17T00:00:00Z,20130,2017,Mon,Apr,16,7,70,10230,77,0,0,3,10.2,7.8,13.2
2017-04-18T00:00:00Z,29490,2017,Tue,Apr,16,2,57,10310,238,0,0,105,8.9,4.6,14.5
2017-04-19T00:00:00Z,32500,2017,Wed,Apr,16,4,53,10365,255,0,0,118,8.9,3.3,15.7
2017-04-20T00:00:00Z,33546,2017,Thu,Apr,16,7,67,10358,145,4,0,35,10.8,5.9,15.7
2017-04-21T00:00:00Z,31510,2017,Fri,Apr,16,7,70,10317,66,0,0,0,11.5,7.3,17.3
2017-04-22T00:00:00Z,28323,2017,Sat,Apr,16,4,62,10285,177,0,0,54,12.9,8.6,16.8
2017-04-23T00:00:00Z,28736,2017,Sun,Apr,16,5,63,10259,209,0,0,76,11.9,7.1,13.6
2017-04-24T00:00:00Z,28500,2017,Mon,Apr,17,6,71,10161,122,2,0,20,9.2,4.8,11.8
2017-04-25T00:00:00Z,32383,2017,Tue,Apr,17,3,56,10142,228,2,0,89,6,0.3,11.1
2017-04-26T00:00:00Z,28360,2017,Wed,Apr,17,4,71,10183,175,14,0,50,6.7,2.2,11.1
2017-04-27T00:00:00Z,26727,2017,Thu,Apr,17,5,73,10191,174,2,0,49,5.8,0.6,15
2017-04-28T00:00:00Z,30390,2017,Fri,Apr,17,8,69,10169,112,0,0,14,11.2,7.3,16.7
2017-04-29T00:00:00Z,28450,2017,Sat,Apr,17,6,62,10145,128,0,0,21,10.9,5.1,18.1
2017-04-30T00:00:00Z,27461,2017,Sun,Apr,17,6,55,10020,116,14,0,15,13.4,8.7,14.3
2017-05-01T00:00:00Z,18493,2017,Mon,May,18,6,81,10048,150,10,0,32,11.2,8,18.4
2017-05-02T00:00:00Z,32945,2017,Tue,May,18,4,72,10191,186,2,0,53,12.7,6.9,12.3
2017-05-03T00:00:00Z,27191,2017,Wed,May,18,8,80,10223,79,10,0,1,9.9,7.5,14.9
2017-05-04T00:00:00Z,31200,2017,Thu,May,18,8,75,10225,87,0,0,3,12.1,9.2,16.9
2017-05-05T00:00:00Z,31355,2017,Fri,May,18,5,63,10207,236,0,0,86,12.4,8,15.5
2017-05-06T00:00:00Z,29020,2017,Sat,May,18,7,71,10136,118,0,0,14,12.4,9.4,18.7
2017-05-07T00:00:00Z,28491,2017,Sun,May,18,5,67,10209,211,0,0,67,13.6,8.4,12.1
2017-05-08T00:00:00Z,30426,2017,Mon,May,19,7,68,10268,74,0,0,0,9.8,7.5,14.9
2017-05-09T00:00:00Z,33211,2017,Tue,May,19,5,61,10223,197,0,0,56,10.7,6.5,19.2
2017-05-10T00:00:00Z,36305,2017,Wed,May,19,1,63,10082,299,0,0,131,12.1,5,22.5
2017-05-11T00:00:00Z,33911,2017,Thu,May,19,5,69,9965,142,20,0,24,14.8,7.2,20
2017-05-12T00:00:00Z,32618,2017,Fri,May,19,6,80,9971,173,6,0,40,16.2,12.4,19.6
2017-05-13T00:00:00Z,29539,2017,Sat,May,19,6,68,10078,187,32,0,48,15.6,11.6,20.9
2017-05-14T00:00:00Z,30145,2017,Sun,May,19,4,67,10184,238,4,0,81,16.4,11.8,20.9
2017-05-15T00:00:00Z,25882,2017,Mon,May,20,8,82,10244,77,0,0,0,15.2,9.6,25
2017-05-16T00:00:00Z,35964,2017,Tue,May,20,7,75,10235,182,148,0,44,19.2,13.5,17.7
2017-05-17T00:00:00Z,18926,2017,Wed,May,20,8,95,10167,78,186,0,0,16.4,15,16.5
2017-05-18T00:00:00Z,23268,2017,Thu,May,20,7,80,10126,175,98,0,39,13.1,9.6,16.2
2017-05-19T00:00:00Z,28730,2017,Fri,May,20,7,80,10121,143,4,0,22,12.9,9.7,16.7
2017-05-20T00:00:00Z,26825,2017,Sat,May,20,5,75,10180,220,4,0,66,11.7,6.7,20.7
2017-05-21T00:00:00Z,33728,2017,Sun,May,20,3,67,10232,305,0,0,127,14.7,8.6,24.9
2017-05-22T00:00:00Z,40021,2017,Mon,May,21,3,59,10164,266,0,0,97,18,11.1,21.3
2017-05-23T00:00:00Z,39259,2017,Tue,May,21,4,75,10211,181,0,0,41,16,10.7,26.3
2017-05-24T00:00:00Z,41644,2017,Wed,May,21,1,66,10253,286,0,0,111,19.4,12.6,27
2017-05-25T00:00:00Z,43528,2017,Thu,May,21,1,63,10235,309,0,0,128,20.5,14,27.8
2017-05-26T00:00:00Z,43701,2017,Fri,May,21,0,57,10176,328,0,0,143,20.7,13.6,24
2017-05-27T00:00:00Z,35354,2017,Sat,May,21,3,70,10140,237,0,0,75,19.8,15.6,23.9
2017-05-28T00:00:00Z,27909,2017,Sun,May,21,4,76,10176,216,122,0,61,17.7,11.5,20.7
2017-05-29T00:00:00Z,26476,2017,Mon,May,22,8,87,10124,81,2,0,0,17.2,13.8,20.8
2017-05-30T00:00:00Z,37517,2017,Tue,May,22,7,74,10156,163,0,0,30,17.5,14.2,23
2017-05-31T00:00:00Z,39019,2017,Wed,May,22,4,73,10222,160,0,0,28,17.9,12.7,25.5
2017-06-01T00:00:00Z,42514,2017,Thu,Jun,22,1,66,10207,290,0,0,111,18.9,12.3,24.8
2017-06-02T00:00:00Z,34459,2017,Fri,Jun,22,5,69,10159,188,68,0,42,19.4,13.9,21.5
2017-06-03T00:00:00Z,38635,2017,Sat,Jun,22,5,63,10146,278,0,0,101,18.2,14.9,20.3
2017-06-04T00:00:00Z,30840,2017,Sun,Jun,22,4,67,10161,228,0,0,66,14.8,9.4,18.7
2017-06-05T00:00:00Z,30846,2017,Mon,Jun,23,7,77,10070,158,188,0,26,15.1,11.4,17.7
2017-06-06T00:00:00Z,17387,2017,Tue,Jun,23,6,79,9958,167,26,0,30,13.8,9.9,20.9
2017-06-07T00:00:00Z,34819,2017,Wed,Jun,23,5,65,10111,248,8,0,79,15.6,10.3,18
2017-06-08T00:00:00Z,32751,2017,Thu,Jun,23,8,80,10100,80,10,0,0,15.6,13.1,21.2
2017-06-09T00:00:00Z,33705,2017,Fri,Jun,23,5,72,10113,229,0,0,66,16.6,12,23.8
2017-06-10T00:00:00Z,36788,2017,Sat,Jun,23,4,69,10164,280,0,0,101,18.8,13.7,23.9
2017-06-11T00:00:00Z,32997,2017,Sun,Jun,23,5,67,10141,257,0,0,84,20.1,16.4,20.9
2017-06-12T00:00:00Z,36114,2017,Mon,Jun,24,5,66,10175,172,0,0,32,16.6,12.3,24.8
2017-06-13T00:00:00Z,41337,2017,Tue,Jun,24,3,64,10196,278,0,0,99,17.5,10.2,27.1
2017-06-14T00:00:00Z,44762,2017,Wed,Jun,24,1,58,10167,321,0,0,132,20.4,13.6,25.1
2017-06-15T00:00:00Z,42249,2017,Thu,Jun,24,2,59,10149,311,0,0,124,20,14.9,24.3
2017-06-16T00:00:00Z,40288,2017,Fri,Jun,24,2,66,10239,278,0,0,99,17.9,11.4,30.1
2017-06-17T00:00:00Z,41719,2017,Sat,Jun,24,1,64,10264,311,0,0,124,22.4,14.6,31.7
2017-06-18T00:00:00Z,38577,2017,Sun,Jun,24,2,59,10233,280,0,0,100,24.5,17.3,32
2017-06-19T00:00:00Z,41624,2017,Mon,Jun,25,1,56,10189,280,0,0,100,25.5,19,31.4
2017-06-20T00:00:00Z,43185,2017,Tue,Jun,25,1,57,10176,295,0,0,111,25.4,19.3,34.5
2017-06-21T00:00:00Z,43885,2017,Wed,Jun,25,1,63,10143,313,0,0,125,25.5,16.5,24.1
2017-06-22T00:00:00Z,39708,2017,Thu,Jun,25,5,70,10121,138,0,0,16,21.1,18.2,24.9
2017-06-23T00:00:00Z,40025,2017,Fri,Jun,25,5,65,10160,238,0,0,71,19,13.1,24.1
2017-06-24T00:00:00Z,30271,2017,Sat,Jun,25,7,74,10136,110,0,0,6,20.6,17.1,24.2
2017-06-25T00:00:00Z,31012,2017,Sun,Jun,25,7,68,10125,149,0,0,21,19.5,14.8,24.5
2017-06-26T00:00:00Z,42096,2017,Mon,Jun,26,5,50,10138,281,0,0,101,18.6,12.7,21.2
2017-06-27T00:00:00Z,24206,2017,Tue,Jun,26,7,76,10067,89,162,0,1,17.9,14.6,17.3
2017-06-28T00:00:00Z,33008,2017,Wed,Jun,26,8,85,9979,81,0,0,0,15.9,14.6,18.7
2017-06-29T00:00:00Z,38137,2017,Thu,Jun,26,8,73,9965,106,0,0,5,15.4,12.1,22
2017-06-30T00:00:00Z,40350,2017,Fri,Jun,26,7,70,10045,236,2,0,70,18,14,23.3
2017-07-01T00:00:00Z,36183,2017,Sat,Jul,26,7,67,10157,179,2,0,36,18.9,14.5,23.6
2017-07-02T00:00:00Z,42875,2017,Sun,Jul,26,3,57,10207,312,0,0,126,19,14.4,25.1
2017-07-03T00:00:00Z,39970,2017,Mon,Jul,27,5,64,10205,200,0,0,48,19.9,14.7,24.6
2017-07-04T00:00:00Z,43784,2017,Tue,Jul,27,3,65,10199,265,0,0,91,19,13.4,29.5
2017-07-05T00:00:00Z,46035,2017,Wed,Jul,27,0,56,10182,327,0,0,139,22,14.5,32.2
2017-07-06T00:00:00Z,44386,2017,Thu,Jul,27,5,53,10141,281,0,0,103,25.4,18.5,30.1
2017-07-07T00:00:00Z,43547,2017,Fri,Jul,27,4,56,10159,303,0,0,120,23.6,17,26.7
2017-07-08T00:00:00Z,40196,2017,Sat,Jul,27,6,57,10181,242,0,0,76,22.2,17.7,28.4
2017-07-09T00:00:00Z,38912,2017,Sun,Jul,27,5,60,10127,233,0,0,70,23.1,17.7,26.4
2017-07-10T00:00:00Z,41086,2017,Mon,Jul,28,3,61,10085,280,0,0,104,21.1,15.9,19.6
2017-07-11T00:00:00Z,25955,2017,Tue,Jul,28,8,82,10092,79,368,0,0,17.1,14.7,22.4
2017-07-12T00:00:00Z,38377,2017,Wed,Jul,28,6,70,10150,205,0,0,53,18.3,14.2,23.2
2017-07-13T00:00:00Z,42082,2017,Thu,Jul,28,7,58,10216,228,0,0,68,18.3,13.4,21.8
2017-07-14T00:00:00Z,38932,2017,Fri,Jul,28,6,62,10199,187,0,0,43,18.1,14.4,22.5
2017-07-15T00:00:00Z,30690,2017,Sat,Jul,28,8,77,10219,78,4,0,0,18.8,15.1,25.4
2017-07-16T00:00:00Z,31595,2017,Sun,Jul,28,7,75,10226,128,4,0,14,20.9,16.3,26.9
2017-07-17T00:00:00Z,41811,2017,Mon,Jul,29,5,50,10230,287,0,0,112,21.1,15.2,26.9
2017-07-18T00:00:00Z,41804,2017,Tue,Jul,29,6,61,10162,233,44,0,73,21.9,16.9,22.7
2017-07-19T00:00:00Z,39340,2017,Wed,Jul,29,7,82,10061,132,4,0,16,20.4,18.1,21.6
2017-07-20T00:00:00Z,37164,2017,Thu,Jul,29,6,71,10079,161,0,0,30,19.5,17.4,22.8
2017-07-21T00:00:00Z,37967,2017,Fri,Jul,29,4,68,10084,219,138,0,65,17.6,12.3,19.2
2017-07-22T00:00:00Z,16392,2017,Sat,Jul,29,7,88,10080,162,96,0,31,16.3,13.4,20.6
2017-07-23T00:00:00Z,26432,2017,Sun,Jul,29,6,81,10114,174,8,0,38,15.9,11.2,19.4
2017-07-24T00:00:00Z,32515,2017,Mon,Jul,30,7,80,10141,88,0,0,2,16.8,14.1,22.9
2017-07-25T00:00:00Z,41029,2017,Tue,Jul,30,4,71,10157,249,2,0,88,17.9,13,22.1
2017-07-26T00:00:00Z,33566,2017,Wed,Jul,30,6,85,10078,102,16,0,6,18.3,14.5,22.2
2017-07-27T00:00:00Z,32588,2017,Thu,Jul,30,7,77,10067,161,70,0,32,18.1,14,22.2
2017-07-28T00:00:00Z,32857,2017,Fri,Jul,30,7,79,10083,118,12,0,12,17.9,13.7,20.4
2017-07-29T00:00:00Z,23334,2017,Sat,Jul,30,7,84,10076,174,132,0,40,17.6,14.8,21.5
2017-07-30T00:00:00Z,31893,2017,Sun,Jul,30,7,76,10059,195,0,0,53,18.1,14.6,22.7
2017-07-31T00:00:00Z,38541,2017,Mon,Jul,31,2,69,10114,248,0,0,91,17.9,13.1,22.4
2017-08-01T00:00:00Z,39837,2017,Tue,Aug,31,5,73,10146,208,8,0,63,17.4,12.5,19.3
2017-08-02T00:00:00Z,27123,2017,Wed,Aug,31,8,87,10119,72,72,0,0,16.9,14.5,21.8
2017-08-03T00:00:00Z,34430,2017,Thu,Aug,31,7,76,10071,158,0,0,33,18.6,15.5,22.9
2017-08-04T00:00:00Z,34893,2017,Fri,Aug,31,6,67,10113,212,0,0,67,18.9,14.8,20.8
2017-08-05T00:00:00Z,27715,2017,Sat,Aug,31,4,66,10169,238,4,0,87,17.7,14.6,22.8
2017-08-06T00:00:00Z,31536,2017,Sun,Aug,31,2,69,10219,236,0,0,86,16.7,10.6,21.1
2017-08-07T00:00:00Z,32303,2017,Mon,Aug,32,7,82,10173,99,2,0,7,17.1,13.1,17
2017-08-08T00:00:00Z,33854,2017,Tue,Aug,32,8,83,10115,86,34,0,3,16,15,16.1
2017-08-09T00:00:00Z,11525,2017,Wed,Aug,32,8,92,10159,69,196,0,0,14.6,13,21
2017-08-10T00:00:00Z,35707,2017,Thu,Aug,32,5,67,10232,219,0,0,77,16.6,12.2,22.6
2017-08-11T00:00:00Z,34462,2017,Fri,Aug,32,3,74,10190,229,0,0,85,16.2,9.9,22.5
2017-08-12T00:00:00Z,31034,2017,Sat,Aug,32,7,69,10159,168,0,0,43,19.6,16.6,22.7
2017-08-13T00:00:00Z,34928,2017,Sun,Aug,32,2,56,10210,274,0,0,124,17.5,12.3,23.5
2017-08-14T00:00:00Z,35979,2017,Mon,Aug,33,4,66,10172,200,0,0,66,17.1,10.7,24.2
2017-08-15T00:00:00Z,38181,2017,Tue,Aug,33,5,65,10154,215,0,0,78,19.7,15.2,23.6
2017-08-16T00:00:00Z,37037,2017,Wed,Aug,33,5,68,10188,170,38,0,47,17.6,11.5,24.8
2017-08-17T00:00:00Z,31947,2017,Thu,Aug,33,5,78,10113,171,38,0,48,20.1,15.4,20.3
2017-08-18T00:00:00Z,28252,2017,Fri,Aug,33,5,77,10111,204,70,0,72,17.6,15,20.8
2017-08-19T00:00:00Z,29156,2017,Sat,Aug,33,4,68,10172,225,0,0,90,16.8,12.7,21.5
2017-08-20T00:00:00Z,25270,2017,Sun,Aug,33,4,75,10232,189,68,0,63,15.6,9.7,19.7
2017-08-21T00:00:00Z,27725,2017,Mon,Aug,34,8,92,10213,63,0,0,0,16.6,13.6,23.1
2017-08-22T00:00:00Z,33327,2017,Tue,Aug,34,8,85,10186,84,2,0,5,19.4,15.8,22.4
2017-08-23T00:00:00Z,34439,2017,Wed,Aug,34,5,79,10136,106,0,0,14,19.1,15.9,21.5
2017-08-24T00:00:00Z,34548,2017,Thu,Aug,34,3,74,10170,179,0,0,59,17.2,12.9,24
2017-08-25T00:00:00Z,35108,2017,Fri,Aug,34,2,69,10172,246,0,0,116,18.2,12.5,24.7
2017-08-26T00:00:00Z,31442,2017,Sat,Aug,34,5,67,10162,198,0,0,76,19.3,13.9,26.3
2017-08-27T00:00:00Z,33657,2017,Sun,Aug,34,3,59,10183,217,0,0,93,21.1,15.9,27.7
2017-08-28T00:00:00Z,34862,2017,Mon,Aug,35,0,68,10174,246,0,0,120,21.1,14.6,26.1
2017-08-29T00:00:00Z,35427,2017,Tue,Aug,35,5,73,10134,140,2,0,36,21.2,16.4,15.1
2017-08-30T00:00:00Z,22542,2017,Wed,Aug,35,8,80,10134,69,36,0,2,14.4,13.8,20.3
2017-08-31T00:00:00Z,35953,2017,Thu,Aug,35,2,76,10172,207,16,0,89,14.6,8.8,21.9
2017-09-01T00:00:00Z,36194,2017,Fri,Sep,35,3,66,10215,200,0,0,92,15.8,9.7,22
2017-09-02T00:00:00Z,35246,2017,Sat,Sep,35,1,67,10218,205,0,0,98,16,10,18.1
2017-09-03T00:00:00Z,21934,2017,Sun,Sep,35,6,86,10133,61,64,0,1,14.5,10.9,22.6
2017-09-04T00:00:00Z,28710,2017,Mon,Sep,36,8,90,10118,83,2,0,9,17.9,13.2,21.3
2017-09-05T00:00:00Z,32336,2017,Tue,Sep,36,7,87,10138,86,12,0,11,18.6,16,19.4
2017-09-06T00:00:00Z,36559,2017,Wed,Sep,36,5,69,10189,144,0,0,50,15.3,11.3,19.9
2017-09-07T00:00:00Z,35614,2017,Thu,Sep,36,8,75,10140,112,34,0,27,15.6,11.2,19.6
2017-09-08T00:00:00Z,23199,2017,Fri,Sep,36,6,84,10011,104,36,0,23,17.1,14.5,18.6
2017-09-09T00:00:00Z,28349,2017,Sat,Sep,36,4,83,9979,163,72,0,69,14.3,10,17.4
2017-09-10T00:00:00Z,21298,2017,Sun,Sep,36,6,85,9985,107,8,0,26,13,8.6,19.8
2017-09-11T00:00:00Z,26886,2017,Mon,Sep,37,5,77,9943,138,6,0,50,15.4,11.1,19.6
2017-09-12T00:00:00Z,32569,2017,Tue,Sep,37,4,77,10040,166,26,0,76,14.9,10.3,19
2017-09-13T00:00:00Z,32583,2017,Wed,Sep,37,4,67,9990,169,0,0,81,15.6,12.1,18.1
2017-09-14T00:00:00Z,33252,2017,Thu,Sep,37,4,75,10081,141,0,0,56,13,7.9,16.8
2017-09-15T00:00:00Z,31628,2017,Fri,Sep,37,5,80,10131,135,2,0,52,11.9,7.1,15.9
2017-09-16T00:00:00Z,26166,2017,Sat,Sep,37,7,84,10118,104,2,0,28,12.1,8.2,17.3
2017-09-17T00:00:00Z,25300,2017,Sun,Sep,37,7,83,10138,109,4,0,33,12.8,8.4,17.4
2017-09-18T00:00:00Z,30718,2017,Mon,Sep,38,6,80,10176,108,36,0,33,13.2,9.1,16.3
2017-09-19T00:00:00Z,34917,2017,Tue,Sep,38,3,79,10214,143,0,0,65,12.3,8.3,18.3
2017-09-20T00:00:00Z,35149,2017,Wed,Sep,38,6,83,10188,72,0,0,10,13.8,9.2,18
2017-09-21T00:00:00Z,31174,2017,Thu,Sep,38,7,83,10157,74,28,0,12,16,14,19
2017-09-22T00:00:00Z,36125,2017,Fri,Sep,38,2,78,10214,160,0,0,87,12.6,6.2,19.5
2017-09-23T00:00:00Z,30654,2017,Sat,Sep,38,6,71,10216,72,0,0,12,15.3,11.2,22.8
